KO,KEGG Name,KO Description,EC14,NW18,CC15,SW10,CC35,SW8,CC34,SC1,CC7,SW19,CC27,NE9,EC9
K00074,"paaH, hbd, fadB, mmgB", 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],601.4800677,1089.809036,858.1900578,720.8335512,776.2179716,743.3977574,709.2085512,894.5439129,847.8405314,804.9452823,498.0079352,715.428627,950.7673399
K01714,dapA, 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],740.3210423,899.9696723,844.7618574,787.1718817,846.0860353,728.1530219,854.2083695,833.1125551,864.4132477,577.0753601,647.7910399,688.463472,854.814933
K15987,hppA, K(+)-stimulated pyrophosphate-energized sodium pump,606.1819897,1050.865837,999.8141548,844.3376265,898.4902925,700.2262461,667.9070411,989.4151196,569.6791678,599.3985635,385.4095094,537.9605418,1247.011985
K01890,"FARSB, pheT", phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20],745.6234774,1010.923959,898.8492103,864.4377249,853.4394211,747.9260955,570.4880546,965.6703288,611.0260832,575.3866998,485.0889452,744.1942632,973.6851942
K01972,"E6.5.1.2, ligA, ligB", DNA ligase (NAD+) [EC:6.5.1.2],702.0107542,1033.229019,947.9872629,837.2381479,784.8800527,775.1148384,643.8285288,911.9245884,736.4908977,579.9087932,422.781925,691.6030997,978.5453694
K02283,"cpaF, tadA", pilus assembly protein CpaF [EC:7.4.2.8],679.5673142,982.8750296,829.584286,609.6027859,674.2273064,704.5799502,660.8758521,933.1962256,714.3953681,917.9069916,456.446221,746.4968225,1110.907084
K02519,"infB, MTIF2", translation initiation factor IF-2,620.9447064,1062.557181,963.0845918,834.9661726,809.5987841,691.3127828,688.3190997,1017.983306,593.1259613,577.0900913,379.4345667,610.0561393,1168.360282
K00826,"E2.6.1.42, ilvE", branched-chain amino acid aminotransferase [EC:2.6.1.42],584.5009877,943.7697188,891.3408291,736.6441336,796.1007902,725.3594528,700.1116536,867.5819903,688.2444333,679.8791848,538.3592215,884.5190614,968.3194073
K00163,aceE, pyruvate dehydrogenase E1 component [EC:1.2.4.1],524.2482062,1212.770825,920.2507272,759.05698,830.3633404,617.5651401,793.6736502,859.9841322,723.5477242,650.7253798,472.2220535,503.7134875,1097.461486
K21929,udg, uracil-DNA glycosylase [EC:3.2.2.27],730.4745368,911.1997954,887.0183038,671.0693441,771.7062159,877.9062741,655.9996947,919.0215783,660.3243779,669.7341349,668.7457506,621.9199056,911.5418679
K03529,smc, chromosome segregation protein,713.8237077,964.3515302,904.6587996,843.26612,783.7987634,718.8514453,606.0988057,926.9682667,580.4356771,590.3927706,542.0348642,683.7435046,1013.547533
K03284,corA, magnesium transporter,548.8064556,916.1702345,925.7923174,594.1343816,904.9999578,749.833779,681.8080704,977.8422555,795.6429167,614.2438396,381.6862066,659.9531526,1061.051563
K03320,"amt, AMT, MEP"," ammonium transporter, Amt family",543.8859604,970.7192979,868.1280825,754.8976712,933.1360101,727.9362876,738.454727,942.2971702,678.9263634,617.9287755,440.1650384,574.2960205,915.5403609
K02066,"mlaE, linK", phospholipid/cholesterol/gamma-HCH transport system permease protein,545.850445,893.7739629,491.0061077,596.3962679,645.3161597,579.6373776,700.5157805,516.6780008,636.6168196,2007.851665,803.839798,580.7838315,700.9783893
K00627,"DLAT, aceF, pdhC", pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12],687.4818063,776.1115552,718.3640836,739.6673454,809.0217167,812.0524499,595.178805,856.7552824,661.0731348,511.1978561,778.305041,906.3505897,836.9354658
K03702,uvrB, excinuclease ABC subunit B,569.5699518,964.0668718,932.9055472,824.9437661,930.2952954,692.5372457,647.2624766,933.6956387,548.1001609,529.1476933,352.4579751,583.5721401,1165.762129
K02012,"afuA, fbpA", iron(III) transport system substrate-binding protein,561.835221,696.5733476,1167.922098,473.2410784,2529.918503,567.6702114,693.9758553,651.3052259,503.0127411,392.8175476,131.931823,435.0825827,843.8770794
K10914,crp," CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",575.5327585,786.3248967,828.2902174,617.5821617,920.7547222,680.6606001,584.8062026,871.0956099,714.2279494,744.5117732,882.0110447,580.8575315,858.0885265
K00335,nuoF, NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],567.0842751,830.1806707,921.2749646,771.9973484,828.2847038,695.5915041,645.8001472,917.2749663,538.0568348,591.4143656,524.5851539,721.5517247,1081.977859
K01126,"E3.1.4.46, glpQ, ugpQ", glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],557.3559476,941.3851013,677.2565664,391.2209437,502.9274544,655.8801111,757.6991459,647.9615794,1099.627475,1234.125207,724.6595002,667.2964119,708.6564392
K00635,"tgs, wax-dgat", diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75],497.3493559,976.2803864,551.1822893,360.3995203,528.5353261,765.4369659,753.4846196,528.1635324,919.0981324,1488.518017,886.7338896,631.6240484,673.3962452
K01885,"EARS, gltX", glutamyl-tRNA synthetase [EC:6.1.1.17],704.0613705,966.2364799,863.0584592,819.7829417,702.5117795,686.6346074,543.1117035,971.4871633,600.46209,623.5572035,465.2255875,665.0407603,948.7300684
K05349,bglX, beta-glucosidase [EC:3.2.1.21],465.226453,600.6614045,764.8906531,1169.579467,717.292818,964.6839666,637.281406,818.2392183,778.5688319,518.7655171,812.6332266,722.1176824,580.2869087
K00817,hisC, histidinol-phosphate aminotransferase [EC:2.6.1.9],610.4885955,893.6602481,790.2382704,707.8267041,757.1988521,663.743877,694.1238686,833.3416815,714.6219277,684.1276355,628.1498402,789.0420447,745.6262266
K15371,GDH2, glutamate dehydrogenase [EC:1.4.1.2],499.1602081,1112.160378,841.9908935,653.798845,772.4401978,584.4980139,672.0108897,772.9267677,917.4866334,612.1270533,306.9499463,651.498025,1108.171786
K01921,ddl, D-alanine-D-alanine ligase [EC:6.3.2.4],716.5921701,881.3825604,913.6806473,755.3389841,779.0608022,821.1077547,638.2987763,787.8373844,633.7423019,574.5907486,462.6609396,642.9030421,870.0507704
K00344,"qor, CRYZ", NADPH:quinone reductase [EC:1.6.5.5],636.7228326,910.677858,678.5566947,733.8140685,779.7342647,625.0209398,789.3240809,715.3465055,867.8579721,854.8163537,656.5133702,476.281453,652.5839628
K01710,"rfbB, rmlB, rffG"," dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",598.6763587,882.7017702,825.1554614,788.4222287,733.5413088,687.0927906,581.3985681,886.2496739,614.6258201,650.9260961,559.1249658,686.661405,878.4877211
K20276,bapA, large repetitive protein,592.4541246,984.3280599,865.137194,634.9626447,819.9961181,814.1277759,639.7407976,897.4244359,666.3771605,641.226973,425.8718604,460.5927302,925.8736171
K01187,malZ, alpha-glucosidase [EC:3.2.1.20],437.4624702,1030.286113,811.1304511,624.0653654,669.3903753,696.6029886,713.9918748,809.2520274,923.563305,582.6505932,435.0904235,740.7537946,886.1583676
K01874,"MARS, metG", methionyl-tRNA synthetase [EC:6.1.1.10],632.1255998,913.559733,863.4620609,807.8416287,794.2213204,669.0416845,569.1894783,903.1286736,639.5267737,536.9943259,507.8499745,539.0153361,981.4446675
K01687,ilvD, dihydroxy-acid dehydratase [EC:4.2.1.9],555.1025673,989.7440758,875.9227315,754.0240862,808.9818117,567.3332447,778.9387585,913.3074905,698.9899925,451.7044718,389.9057865,615.9973651,941.2815169
K10563,"mutM, fpg", formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18],614.5388546,875.4111355,756.126083,695.266222,638.7111192,707.3237718,603.6035318,800.8519669,664.0165298,768.3039642,683.5552497,627.0428023,843.7000588
K00088,"IMPDH, guaB", IMP dehydrogenase [EC:1.1.1.205],544.0731103,967.3337793,826.5046785,655.1640216,739.9489759,610.0410009,654.2768721,861.1870791,668.3962885,589.2056609,547.0458641,616.9852634,990.399112
K02346,dinB, DNA polymerase IV [EC:2.7.7.7],569.4881851,907.6216269,764.9340437,606.4264317,746.0459069,675.6567334,625.127395,803.5918929,802.9511436,692.9954224,465.9096899,691.1911515,844.2000625
K03655,recG, ATP-dependent DNA helicase RecG [EC:3.6.4.12],706.9954929,916.2596289,798.5226725,712.3686235,707.7018674,707.2538153,540.8264382,844.613705,586.341274,533.8341219,542.314549,641.3275643,934.7373012
K01951,"guaA, GMPS", GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],560.3560747,903.3208278,855.5665963,664.3979508,807.730773,658.2735262,652.6826918,842.6174445,593.1598881,500.8779943,391.3978243,667.9701775,1030.74465
K01061,E3.1.1.45, carboxymethylenebutenolidase [EC:3.1.1.45],706.9869328,629.267134,833.4922037,836.5372031,1065.019091,642.9805922,715.5170134,785.8593705,387.4845216,555.486728,723.9253848,485.5120809,751.6183093
K01524,ppx-gppA," exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]",553.371108,742.7916349,804.0912802,548.8430902,792.2179609,694.3074148,606.8031368,868.5327561,676.468851,791.1480366,458.198196,754.3935438,801.3633499
K02669,pilT, twitching motility protein PilT,647.573515,860.1004632,969.9806033,798.9492886,847.354383,668.6225202,594.8920427,845.807181,421.3895274,566.8891914,304.8437655,485.8847503,1070.700201
K01465,"URA4, pyrC", dihydroorotase [EC:3.5.2.3],685.5142773,780.8673246,841.772528,735.136753,804.2742258,669.4129523,660.5935702,840.9271556,562.4363995,492.5347183,487.2585028,707.1766289,799.5923212
K03703,uvrC, excinuclease ABC subunit C,616.7085157,906.2815474,881.4998508,746.5101179,785.7551997,670.921831,573.3614417,859.4325965,599.1527024,515.0290843,374.3145192,607.992969,923.7239398
K00343,nuoN, NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],665.4226003,899.9732605,802.535927,639.983577,725.3245318,684.0394399,589.8473476,790.4846451,562.5290494,596.1991586,493.1882103,716.7213077,888.9935971
K01251,"E3.3.1.1, ahcY", adenosylhomocysteinase [EC:3.3.1.1],471.6736205,909.0278356,857.7361456,751.5779643,773.9604004,565.7252652,621.2654277,860.7280777,592.7300354,572.4541005,432.7167395,582.864735,1044.143697
K01887,"RARS, argS", arginyl-tRNA synthetase [EC:6.1.1.19],587.9830283,808.0955991,798.6012223,710.2198334,686.7150464,715.2880038,547.529252,881.7085158,637.3263987,545.2685427,462.4930635,612.2325135,973.0791198
K10440,rbsC, ribose transport system permease protein,567.4013053,750.0629194,769.37133,702.4589496,613.0826373,526.0683537,866.4681995,881.040923,1011.0869,557.3386142,510.2491237,545.1697709,644.7130801
K00845,glk, glucokinase [EC:2.7.1.2],555.6628136,782.8294244,728.7322942,582.2966633,583.8456798,651.7606745,593.0007917,713.6292338,786.3278864,678.9598939,881.559418,647.7846549,720.1324361
K02030,ABC.PA.S, polar amino acid transport system substrate-binding protein,481.1722232,739.9321182,614.6740309,612.9981751,862.5261937,629.3634371,938.9442275,820.2435925,1055.969491,472.4223619,355.7496226,600.4913494,716.0787333
K02111,"ATPF1A, atpA", F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1],523.0843052,901.3281739,837.5903406,766.5389266,791.3362404,607.8792603,603.6227178,864.0177691,526.1797091,487.0601958,376.5700209,528.1163867,1081.101225
K00688,"PYG, glgP", glycogen phosphorylase [EC:2.4.1.1],650.9134097,777.1480016,842.1398052,760.0489983,888.4245146,774.8530808,647.3531336,664.121379,498.271214,389.4528975,568.1333159,524.2000519,837.6897589
K03519,"coxM, cutM", aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3],544.4600764,635.9065717,862.6951326,581.1771812,1171.978999,695.5850899,736.1416788,886.5975878,523.5622144,544.8890861,452.3779338,457.9147579,720.0598574
K01876,aspS, aspartyl-tRNA synthetase [EC:6.1.1.12],556.3219743,897.0466132,785.5407541,669.7067562,761.2423803,617.9261343,557.8689414,878.3260061,558.2840493,512.6797416,457.3712257,555.860271,991.4547281
K02314,dnaB, replicative DNA helicase [EC:3.6.4.12],549.569446,771.9136617,720.470394,896.8644864,626.4592342,672.5150989,543.7951673,735.1878331,602.0452933,523.5399092,571.5879257,667.9593676,877.9720657
K01881,"PARS, proS", prolyl-tRNA synthetase [EC:6.1.1.15],547.349396,859.4253719,857.7802724,703.742192,698.1869445,608.8912369,533.4838134,876.0230866,573.5793809,484.8315348,492.4429101,546.0717859,955.2572172
K03654,recQ, ATP-dependent DNA helicase RecQ [EC:3.6.4.12],597.8784459,1054.903993,787.4976171,659.5616509,551.3766031,631.517714,621.3804891,584.3645536,670.9561929,583.6316138,472.9205992,706.6707905,812.4487725
K00333,nuoD, NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],476.1448159,877.9052334,822.4226543,630.5284597,814.3335692,609.6391154,603.8384719,820.108855,518.3711715,538.8944256,489.2432807,473.0325247,1052.583672
K23269,purL, phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3],521.8756816,906.0941861,781.8815466,694.6303659,734.7277351,548.0263541,547.9809048,912.6019289,523.0507339,528.987283,427.1320048,611.3345767,988.6035581
K05343,treS, maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1],417.3657388,942.5415775,837.6005705,796.161324,816.6912526,582.0589415,672.3556629,641.183821,567.5480277,439.95383,445.0127576,595.8306957,949.5874156
K13993,HSP20, HSP20 family protein,713.0730015,721.1825253,876.350998,557.0974608,635.954683,703.7845851,573.5237495,668.295015,535.1927573,524.143673,744.2986953,663.9300968,786.726609
K06888,K06888, uncharacterized protein,613.2185049,859.8535283,865.0076709,691.0460149,723.4892737,626.0318904,514.6890384,829.8427158,546.7226449,413.9162246,454.2116639,624.4536837,915.7721362
K00937,ppk, polyphosphate kinase [EC:2.7.4.1],527.1359092,797.4859971,880.6634689,622.7280521,789.7700398,662.0535392,601.3522344,847.2151993,590.2947472,478.9475867,408.1316885,609.5361954,834.5404764
K02358,"tuf, TUFM", elongation factor Tu,462.2717824,806.6071448,855.6033671,717.5815354,750.6019704,512.1241727,557.846366,871.2080403,519.5457259,530.1232951,346.4492617,571.0657447,1056.939815
K03980,"murJ, mviN", putative peptidoglycan lipid II flippase,593.0559862,877.4001349,718.778793,696.6955756,657.7923917,699.4811171,559.4297942,777.7108179,531.813392,509.6630917,601.7992087,496.0495275,822.2741392
K00337,nuoH, NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],519.0090608,817.0979353,761.6626385,653.0285748,692.3302906,618.6484038,556.8767787,740.4240124,581.4735808,519.6039141,436.4661159,695.5522969,893.5962849
K02945,"RP-S1, rpsA", small subunit ribosomal protein S1,562.1974155,790.9713305,847.3092332,738.3885042,728.7037379,556.0384758,587.5863204,849.59433,473.3179644,460.1823437,403.9459693,536.2917446,924.0364269
K00128,ALDH, aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],573.0298567,787.5611487,655.5653139,643.0190631,584.9828028,514.0170016,651.4831196,702.0792745,605.0688872,683.9680628,657.5619064,658.8306704,718.3628193
K01358,"clpP, CLPP"," ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",351.5850849,868.8566609,617.0867866,811.6586399,637.939199,517.6816415,609.5551861,626.0886455,716.4474637,716.5379746,664.7437737,514.4792126,763.5628945
K03100,lepB, signal peptidase I [EC:3.4.21.89],595.1069443,662.5094257,657.1290566,813.935072,616.6617763,700.9592773,617.0071824,702.3807161,509.9707013,624.9964212,620.8199915,557.8503876,709.2752261
K03596,lepA, GTP-binding protein LepA,514.3460195,892.0230081,832.280403,701.1686573,701.5128074,556.9593059,543.8692924,840.2422467,476.8752529,489.9674586,305.7138829,478.432042,1051.694244
K02016,ABC.FEV.S, iron complex transport system substrate-binding protein,539.1368908,815.1242809,671.7015263,487.8087388,583.0680996,446.2704151,674.8279087,741.1664207,968.2630875,635.7122544,357.9897672,800.0142706,645.5421755
K00655,plsC, 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],639.7729268,692.4315,665.6339217,574.276029,572.4568193,657.8987121,570.9283618,692.1181746,618.146107,771.2744561,558.5616136,661.1150175,650.5185678
K00951,relA, GTP pyrophosphokinase [EC:2.7.6.5],400.1532948,907.1562478,772.6483926,611.0400164,755.9934119,566.1562686,574.4617524,797.4895248,588.1202284,447.754586,491.3547008,454.4221231,953.1326622
K00174,"korA, oorA, oforA", 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11],588.2926978,728.1647576,836.34981,679.9197024,748.1773963,647.4527139,538.3523028,812.2474984,478.5233729,445.559015,355.4964601,463.445536,982.2650577
K02652,pilB, type IV pilus assembly protein PilB,696.40954,729.0366285,860.205889,782.5754901,778.3524895,659.4297464,460.9363568,750.9866929,401.4437296,410.11765,248.6360824,537.2611768,956.9867631
K00600,"glyA, SHMT", glycine hydroxymethyltransferase [EC:2.1.2.1],499.4018847,880.3864561,780.7208446,578.711154,612.1797293,556.3181976,606.273615,810.3762677,558.8641929,459.6558333,486.417264,570.2292157,839.8775071
K01883,"CARS, cysS", cysteinyl-tRNA synthetase [EC:6.1.1.16],520.2903083,833.366901,754.213569,661.3152223,599.4100449,593.7926707,507.6397213,760.5600086,542.4425488,530.0713767,447.9923756,587.8017097,895.344233
K05515,mrdA, penicillin-binding protein 2 [EC:3.4.16.4],542.1807842,744.9451061,728.1734276,696.655309,715.3575751,704.6846581,452.8373805,822.5201757,511.7807645,538.506251,412.757624,510.8317451,835.4768072
K00574,cfa, cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],664.0551921,588.4907973,602.4974204,653.3398591,570.4462806,808.5449901,609.6012837,557.032498,576.0474645,591.7069274,681.0778379,707.7578114,583.4734362
K00111,"glpA, glpD", glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],509.0675174,864.753345,666.5755009,596.6820068,561.9792346,588.1157,594.8401716,627.4072076,690.6040984,526.9268176,623.4267265,631.3962988,707.6317716
K01255,"CARP, pepA", leucyl aminopeptidase [EC:3.4.11.1],565.9624913,816.5525016,706.9109261,708.1552421,616.5102074,566.8944211,556.5030612,705.2684483,566.7460663,517.0267699,421.234948,576.6034015,794.6358367
K11263,"bccA, pccA"," acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]",300.2502197,866.9257148,468.5169112,1970.57888,390.0915808,395.9922661,462.3325964,576.367099,559.7996875,583.6584751,416.4558699,442.9914676,677.2503457
K03556,malT," LuxR family transcriptional regulator, maltose regulon positive regulatory protein",329.562685,563.2636641,775.9732986,502.3987382,1022.423096,801.3237686,501.2256271,588.4114875,798.0569048,266.437255,800.5138049,357.5436589,798.4540868
K06207,"typA, bipA", GTP-binding protein,531.3564507,820.0882458,792.9238974,663.3461527,689.1849656,562.4560786,561.0281616,732.7909112,525.3746462,471.3557892,322.1850335,456.3688842,958.9198731
